name,vote_pct,address,gauge,token0,token1,emissions_token,emissions_decimals,token0_decimals,token1_decimals,token0_fees_raw,token1_fees_raw,token0_fees,token1_fees,fees_raw,emissions_raw,votes_raw,votes,ratio,tfv,tbv,tvv,votes_per_tvv,rewards_epoch_ts
vAMM-tBTC/USDbC,0.0037189352434152064,0x723AEf6543aecE026a15662Be4D3fb3424D502A9,0x50f0249B824033Cf0AF0C8b9fe1c67c2842A34d5,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,6,0,0,0.0,0.0,0,175766529390830,24277977384328920598929,24277.97738432892,1.3105187810391239e-22,3.1816745327806153,0,3.1816745327806153,7630.565959589603,1778112000
vAMM-tBTC/WETH,0.0015030436355983258,0x2722C8f9B5E2aC72D1f225f8e8c990E449ba0078,0xfaE8C18D83655Fbf31af10d2e9A1Ad5bA77D0377,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,0x4200000000000000000000000000000000000006,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,18,0,0,0.0,0.0,0,71037742273103,9812179294416821385152,9812.179294416821,7.014745457294556e-22,6.88299401316701,0,6.88299401316701,1425.5684772711334,1778112000
vAMM-T/WETH,6.074299383182226e-07,0xAf58FDeE432a104a932a899968d60F92838886cd,0xaD3d4aFd779e4A57734557CcE25F87032614fE47,0x26f3901aC8a79c50fb0d8289C74f0d09AdC42E29,0x4200000000000000000000000000000000000006,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,18,3765193105962701958889,3803337640213692,3765.193105962702,0.003803337640213692,3765196909300342172581,0,3965428096970939228,3.9654280969709395,0.0,0,0,0,nan,0
vAMM-EXTRA/USDbC,4.799563574120181e-05,0x2B7704f1cb9324cD8586B33C6c540CbD64E58237,0xf05a3De3dD6910042f506c6105bC14920C4289B6,0x2dAD3a13ef0C6366220f989157009e501e7938F8,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,6,2828557027269014396495,38487075,2828.5570272690143,38.487075,2828557027269052883570,0,313325423220146093721,313.3254232201461,0.0,0,0,0,nan,0
sAMM-DOLA/USDbC,0.0006458768040484704,0x0B25c51637c43decd6CC1C1e3da4518D54ddb528,0xeAE066C25106006fB386A3a8b1698A0cB6931c1a,0x4621b7A9c75199271F773Ebd9A499dbd165c3191,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,6,0,0,0.0,0.0,0,30525813662027,4216417177340111629520,4216.417177340111,8.123119968235052e-25,0.0034250462567660734,0,0.0034250462567660734,1231054.0825574864,1778112000
vAMM-WETH/UNIDX,1.950330865564084e-05,0xA819Af1CC8AbE618eA8abaDeb464960F7451CEAB,0x98F44CE76BDCaD37f00a98B275631B1D796862fa,0x4200000000000000000000000000000000000006,0x6B4712AE9797C199edd44F897cA09BC57628a1CF,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,18,66824064630132120,226333029296948315040,0.06682406463013212,226.33302929694833,226399853361578447160,0,127321627151110355016,127.32162715111036,0.0,0,0,0,nan,0
vAMM-ERN/stERN,6.660667148977511e-05,0x218F511431194B2C756D67a137DE536beA74E498,0x109Cc0f2640457b2A483C2eef189827750A676bB,0xa334884bF6b0A066d553D19e507315E839409e62,0xf7A0dd3317535eC4f4d29ADF9d620B3d8D5D5069,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,18,238474356076908476,117960802477172340,0.23847435607690848,0.11796080247717235,356435158554080816,0,434822108542330684198,434.8221085423307,0.0,0,0,0,nan,0
sAMM-MAI/USDbC,4.2713577636851724e-05,0xf6Aec4F97623E691a9426a69BaF5501509fCa05D,0xC01E2ff20501839db7B28F5Cb3eD2876fEa3d6b1,0xbf1aeA8670D2528E08334083616dD9C5F3B087aE,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,6,30632010853665536027,8689484,30.632010853665538,8.689484,30632010853674225511,0,278843056949536182548,278.8430569495362,0.0,0,0,0,nan,0
sAMM-DOLA/MAI,0.0001010468048447496,0x8b432C54d6e8E1B8D1802753514AB53044Af1861,0xDe23611176b16720346f4Df071D1aA01752c68C1,0x4621b7A9c75199271F773Ebd9A499dbd165c3191,0xbf1aeA8670D2528E08334083616dD9C5F3B087aE,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,18,18,10143555797214012044,11650311647943629027,10.143555797214011,11.65031164794363,21793867445157641071,0,659654412408287255581,659.6544124082873,0.0,0,0,0,nan,0
vAMM-USDbC/STG,9.275792100640683e-08,0xb680190fB16f417647e69D6A84719aE9c7E5E20a,0x9a8D9F5C698C1F2B0d48a955BC531F2c7D67Af84,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xE3B53AF74a4BF62Ae5511055290838050bf764Df,0x940181a94A35A4569E4529A3CDfB74e38FD98631,18,6,18,56542774,310974714944704169079,56.542774,310.97471494470415,310974714944760711853,0,605542866711187967,0.605542866711188,0.0,0,0,0,nan,0
